SessionKey,PageID,DateID,EventTimestamp,TimeOnPage_seconds,ItemsInCart,Purchased
912,2,1904,2025-02-04 23:25:43,170,0,0
913,1,8811,2025-06-18 21:23:51,170,0,0
914,1,3426,2025-03-06 05:06:40,40,0,0
915,1,1127,2025-01-21 04:42:38,94,0,0
915,2,1128,2025-01-21 04:42:57,19,0,0
916,1,5691,2025-04-19 10:57:14,65,0,0
917,1,1317,2025-01-24 18:13:35,30,0,1
917,2,1318,2025-01-24 18:16:24,169,0,1
917,3,1319,2025-01-24 18:18:34,130,2,1
917,4,1320,2025-01-24 18:18:56,22,2,1
917,5,1321,2025-01-24 18:20:03,67,0,1
918,1,9765,2025-07-07 11:14:03,60,0,0
918,2,9767,2025-07-07 11:16:08,125,0,0
918,3,9769,2025-07-07 11:17:20,72,2,0
919,1,6413,2025-05-04 16:12:51,130,0,0
919,2,6414,2025-05-04 16:13:13,22,0,0
920,1,7099,2025-05-17 08:31:11,137,0,0
920,2,7100,2025-05-17 08:32:16,65,0,0
921,1,9966,2025-07-11 04:06:26,41,0,0
921,2,9967,2025-07-11 04:07:28,62,0,0
922,1,6991,2025-05-15 15:26:46,166,0,0
922,2,6992,2025-05-15 15:27:57,71,1,0
923,1,8737,2025-06-17 04:23:04,155,0,0
923,2,8738,2025-06-17 04:23:45,41,4,0
924,1,7349,2025-05-22 05:15:27,122,0,0
924,2,7350,2025-05-22 05:17:48,141,0,0
925,1,3463,2025-03-07 01:57:51,125,0,0
925,2,3465,2025-03-07 01:58:35,44,1,0
926,1,5513,2025-04-14 19:11:58,36,0,1
926,2,5514,2025-04-14 19:13:15,77,1,1
926,3,5515,2025-04-14 19:15:14,119,1,1
926,4,5516,2025-04-14 19:16:21,67,1,1
926,5,5517,2025-04-14 19:19:07,166,0,1
927,1,11944,2025-08-16 10:40:07,24,0,0
927,2,11945,2025-08-16 10:41:13,66,0,0
927,3,11946,2025-08-16 10:41:36,23,0,0
928,1,9617,2025-07-04 02:55:51,132,0,0
928,2,9618,2025-07-04 02:58:41,170,0,0
928,3,9619,2025-07-04 03:00:35,114,0,0
929,1,4604,2025-03-28 17:05:23,68,0,1
929,2,4605,2025-03-28 17:06:39,76,4,1
929,3,4606,2025-03-28 17:08:32,113,4,1
929,4,4607,2025-03-28 17:11:27,175,4,1
929,5,4608,2025-03-28 17:11:58,31,0,1
930,1,10148,2025-07-14 19:43:32,50,0,0
930,2,10149,2025-07-14 19:45:18,106,0,0
931,1,8502,2025-06-13 21:43:47,118,0,0
931,2,8503,2025-06-13 21:44:28,41,2,0
932,1,3692,2025-03-11 21:29:39,177,0,0
933,1,6507,2025-05-06 18:08:26,84,0,0
934,1,6056,2025-04-27 15:20:01,57,0,0
935,1,7414,2025-05-23 20:55:16,83,0,0
935,2,7415,2025-05-23 20:56:55,99,2,0
936,1,7358,2025-05-22 10:59:23,177,0,0
937,1,11447,2025-08-07 12:44:48,69,0,0
937,2,11448,2025-08-07 12:45:06,18,2,0
938,1,3032,2025-02-26 06:12:07,15,0,0
938,2,3033,2025-02-26 06:13:37,90,3,0
939,1,3641,2025-03-10 15:25:31,78,0,0
939,2,3642,2025-03-10 15:27:28,117,1,0
940,1,7729,2025-05-29 13:33:25,162,0,0
940,2,7730,2025-05-29 13:34:01,36,2,0
941,1,4868,2025-04-03 06:16:06,111,0,1
941,2,4869,2025-04-03 06:18:18,132,0,1
941,3,4870,2025-04-03 06:19:47,89,4,1
941,4,4871,2025-04-03 06:22:26,159,4,1
941,5,4872,2025-04-03 06:25:07,161,0,1
942,1,3647,2025-03-10 19:50:32,135,0,0
942,2,3648,2025-03-10 19:53:31,179,0,0
943,1,11175,2025-08-01 19:36:23,36,0,1
943,2,11176,2025-08-01 19:38:47,144,0,1
943,3,11177,2025-08-01 19:41:37,170,2,1
943,4,11178,2025-08-01 19:42:07,30,2,1
943,5,11179,2025-08-01 19:43:09,62,0,1
944,1,8328,2025-06-10 04:29:04,167,0,0
945,1,11687,2025-08-11 19:38:13,36,0,0
945,2,11688,2025-08-11 19:39:23,70,0,0
946,1,8833,2025-06-19 03:05:30,123,0,0
946,2,8834,2025-06-19 03:05:46,16,5,0
947,1,11375,2025-08-05 20:29:27,64,0,0
948,1,6899,2025-05-13 20:23:40,148,0,1
948,2,6900,2025-05-13 20:25:28,108,2,1
948,3,6901,2025-05-13 20:27:21,113,2,1
948,4,6902,2025-05-13 20:28:27,66,2,1
948,5,6903,2025-05-13 20:30:51,144,0,1
949,1,10133,2025-07-14 09:41:35,104,0,0
949,2,10135,2025-07-14 09:43:51,136,1,0
950,1,11604,2025-08-10 06:38:10,98,0,0
950,2,11605,2025-08-10 06:40:51,161,0,0
951,1,6958,2025-05-14 22:37:03,115,0,0
952,1,3099,2025-02-27 14:02:28,26,0,0
952,2,3100,2025-02-27 14:03:31,63,2,0
953,1,3606,2025-03-09 21:49:19,166,0,0
953,2,3607,2025-03-09 21:52:00,161,2,0
954,1,4873,2025-04-03 06:44:04,157,0,0
954,2,4874,2025-04-03 06:46:50,166,5,0
955,1,5846,2025-04-22 23:54:49,155,0,1
955,2,5847,2025-04-22 23:56:27,98,0,1
955,3,5848,2025-04-22 23:57:39,72,0,1
955,4,5849,2025-04-22 23:58:34,55,1,1
955,5,5850,2025-04-23 00:00:49,135,0,1
956,1,7867,2025-06-01 16:39:45,61,0,1
956,2,7868,2025-06-01 16:40:00,15,0,1
956,3,7869,2025-06-01 16:41:54,114,0,1
956,4,7870,2025-06-01 16:43:05,71,3,1
956,5,7871,2025-06-01 16:44:15,70,0,1
957,1,8253,2025-06-08 19:19:14,103,0,0
958,1,4511,2025-03-26 22:42:00,22,0,0
958,2,4512,2025-03-26 22:42:34,34,0,0
959,1,5791,2025-04-21 17:47:03,93,0,0
960,1,3252,2025-03-02 18:42:08,38,0,0
960,2,3253,2025-03-02 18:42:39,31,0,0
960,3,3254,2025-03-02 18:44:12,93,4,0
961,1,10260,2025-07-17 07:41:41,144,0,0
961,2,10261,2025-07-17 07:43:16,95,0,0
962,1,4373,2025-03-24 16:17:27,124,0,0
962,2,4374,2025-03-24 16:19:30,123,1,0
963,1,7917,2025-06-02 13:12:18,157,0,0
964,1,12325,2025-08-23 11:23:51,124,0,0
965,1,4069,2025-03-18 22:29:13,36,0,0
965,2,4072,2025-03-18 22:32:10,177,4,0
966,1,5045,2025-04-05 18:52:50,84,0,0
966,2,5046,2025-04-05 18:53:51,61,0,0
967,1,1296,2025-01-24 02:46:17,35,0,0
967,2,1297,2025-01-24 02:47:39,82,0,0
968,1,11748,2025-08-13 08:41:51,179,0,0
968,2,11749,2025-08-13 08:43:55,124,0,0
969,1,9693,2025-07-06 01:21:13,154,0,0
969,2,9694,2025-07-06 01:22:41,88,0,0
970,1,8187,2025-06-07 07:51:00,162,0,0
970,2,8188,2025-06-07 07:51:26,26,0,0
971,1,3388,2025-03-05 15:04:09,88,0,0
972,1,6016,2025-04-26 17:00:50,146,0,0
972,2,6017,2025-04-26 17:03:09,139,1,0
973,1,607,2025-01-12 14:54:55,177,0,0
973,2,608,2025-01-12 14:56:23,88,1,0
974,1,8496,2025-06-13 19:58:48,99,0,0
974,2,8497,2025-06-13 19:59:25,37,3,0
975,1,577,2025-01-11 17:04:26,44,0,1
975,2,578,2025-01-11 17:07:04,158,0,1
975,3,579,2025-01-11 17:09:38,154,0,1
975,4,580,2025-01-11 17:11:16,98,2,1
975,5,581,2025-01-11 17:11:36,20,0,1
976,1,6264,2025-05-01 23:02:49,171,0,0
976,2,6265,2025-05-01 23:04:06,77,5,0
977,1,8116,2025-06-05 20:24:23,116,0,0
977,2,8117,2025-06-05 20:26:10,107,5,0
978,1,8144,2025-06-06 11:07:49,114,0,0
978,2,8145,2025-06-06 11:08:41,52,5,0
979,1,4216,2025-03-21 06:28:37,149,0,0
979,2,4217,2025-03-21 06:29:26,49,3,0
980,1,9111,2025-06-24 10:26:57,46,0,1
980,2,9112,2025-06-24 10:29:39,162,0,1
980,3,9113,2025-06-24 10:31:59,140,1,1
980,4,9114,2025-06-24 10:34:16,137,1,1
980,5,9115,2025-06-24 10:37:02,166,0,1
981,1,9092,2025-06-24 05:22:38,87,0,0
982,1,4713,2025-03-30 15:08:54,136,0,1
982,2,4714,2025-03-30 15:09:58,64,4,1
982,3,4715,2025-03-30 15:10:44,46,4,1
982,4,4716,2025-03-30 15:11:10,26,4,1
982,5,4717,2025-03-30 15:13:02,112,0,1
983,1,4776,2025-03-31 18:44:39,78,0,0
984,1,1149,2025-01-21 09:54:49,72,0,0
984,2,1150,2025-01-21 09:55:52,63,1,0
984,3,1151,2025-01-21 09:58:17,145,1,0
985,1,10652,2025-07-23 23:23:58,54,0,0
986,1,1471,2025-01-27 12:37:45,120,0,0
986,2,1472,2025-01-27 12:39:27,102,0,0
987,1,8983,2025-06-22 04:59:19,80,0,0
987,2,8984,2025-06-22 05:00:24,65,1,0
988,1,522,2025-01-10 15:45:56,94,0,1
988,2,523,2025-01-10 15:46:41,45,2,1
988,3,524,2025-01-10 15:47:41,60,2,1
988,4,525,2025-01-10 15:48:37,56,2,1
988,5,526,2025-01-10 15:49:33,56,0,1
989,1,4694,2025-03-30 01:39:10,169,0,0
989,2,4695,2025-03-30 01:39:32,22,1,0
990,1,9909,2025-07-10 06:45:45,68,0,0
991,1,10065,2025-07-13 06:34:25,158,0,1
991,2,10066,2025-07-13 06:36:09,104,2,1
991,3,10067,2025-07-13 06:38:07,118,2,1
991,4,10068,2025-07-13 06:38:24,17,2,1
991,5,10069,2025-07-13 06:40:50,146,0,1
992,1,2851,2025-02-23 08:59:06,39,0,1
992,2,2852,2025-02-23 09:01:04,118,3,1
992,3,2853,2025-02-23 09:01:44,40,3,1
992,4,2854,2025-02-23 09:03:48,124,3,1
992,5,2855,2025-02-23 09:04:51,63,0,1
993,1,962,2025-01-18 08:43:56,98,0,0
993,2,963,2025-01-18 08:44:49,53,0,0
994,1,12178,2025-08-21 00:38:31,29,0,0
994,2,12179,2025-08-21 00:40:10,99,3,0
995,1,6391,2025-05-04 01:41:24,63,0,0
996,1,2595,2025-02-17 20:14:46,63,0,1
996,2,2596,2025-02-17 20:16:29,103,3,1
996,3,2597,2025-02-17 20:19:27,178,3,1
996,4,2598,2025-02-17 20:20:52,85,3,1
996,5,2599,2025-02-17 20:21:33,41,0,1
997,1,5921,2025-04-24 18:37:27,65,0,0
997,2,5922,2025-04-24 18:39:27,120,3,0
998,1,2378,2025-02-13 18:59:34,141,0,0
998,2,2379,2025-02-13 19:02:22,168,0,0
999,1,9661,2025-07-04 22:44:15,91,0,0
1000,1,4808,2025-04-01 16:39:15,62,0,0
1001,1,3887,2025-03-16 00:34:57,74,0,1
1001,2,3889,2025-03-16 00:37:29,152,0,1
1001,3,3890,2025-03-16 00:37:47,18,0,1
1001,4,3891,2025-03-16 00:38:38,51,1,1
1001,5,3892,2025-03-16 00:41:02,144,0,1
1002,1,5571,2025-04-15 22:13:33,150,0,0
1002,2,5572,2025-04-15 22:14:07,34,4,0
1003,1,7806,2025-05-31 10:27:31,119,0,0
1004,1,5357,2025-04-12 05:12:45,69,0,0
1004,2,5358,2025-04-12 05:14:07,82,0,0
1004,3,5359,2025-04-12 05:15:26,79,0,0
1005,1,3492,2025-03-07 14:23:25,148,0,1
1005,2,3494,2025-03-07 14:25:41,136,0,1
1005,3,3496,2025-03-07 14:27:41,120,0,1
1005,4,3497,2025-03-07 14:27:59,18,3,1
1005,5,3498,2025-03-07 14:28:33,34,0,1
1006,1,6872,2025-05-13 04:31:35,113,0,0
1007,1,6686,2025-05-09 21:47:56,174,0,0
1007,2,6687,2025-05-09 21:49:56,120,0,0
1008,1,200,2025-01-04 20:47:10,48,0,0
1008,2,201,2025-01-04 20:47:39,29,0,0
1009,1,12185,2025-08-21 03:41:55,20,0,1
1009,2,12186,2025-08-21 03:42:37,42,2,1
1009,3,12187,2025-08-21 03:45:15,158,2,1
1009,4,12188,2025-08-21 03:48:01,166,2,1
1009,5,12189,2025-08-21 03:49:33,92,0,1
1010,1,10725,2025-07-25 07:28:37,161,0,0
1010,2,10726,2025-07-25 07:29:44,67,2,0
1010,3,10727,2025-07-25 07:31:11,87,2,0
1011,1,7883,2025-06-01 21:20:48,179,0,0
1012,1,8065,2025-06-05 04:19:49,82,0,0
1012,2,8066,2025-06-05 04:22:42,173,1,0
1013,1,5677,2025-04-19 05:17:05,35,0,0
1013,2,5678,2025-04-19 05:19:09,124,2,0
1014,1,2045,2025-02-07 21:14:28,42,0,0
1014,2,2046,2025-02-07 21:14:56,28,3,0
1015,1,4030,2025-03-18 00:36:51,153,0,0
1015,2,4031,2025-03-18 00:39:35,164,3,0
1016,1,618,2025-01-12 22:43:03,37,0,0
1016,2,619,2025-01-12 22:44:55,112,3,0
1016,3,620,2025-01-12 22:45:36,41,3,0
1016,4,621,2025-01-12 22:47:42,126,3,0
1017,1,4491,2025-03-26 14:10:44,87,0,0
1017,2,4492,2025-03-26 14:12:20,96,3,0
1017,3,4493,2025-03-26 14:12:51,31,3,0
1018,1,10561,2025-07-22 12:46:15,69,0,1
1018,2,10562,2025-07-22 12:48:45,150,5,1
1018,3,10563,2025-07-22 12:50:28,103,5,1
1018,4,10564,2025-07-22 12:53:14,166,5,1
1018,5,10565,2025-07-22 12:54:41,87,0,1
1019,1,1152,2025-01-21 11:57:30,123,0,0
1020,1,2988,2025-02-25 13:32:38,15,0,0
1020,2,2989,2025-02-25 13:35:21,163,0,0
1021,1,250,2025-01-05 20:17:20,180,0,1
1021,2,251,2025-01-05 20:17:38,18,4,1
1021,3,252,2025-01-05 20:20:20,162,4,1
1021,4,253,2025-01-05 20:21:14,54,4,1
1021,5,254,2025-01-05 20:21:32,18,0,1
1022,1,77,2025-01-02 03:35:25,104,0,0
1022,2,78,2025-01-02 03:36:48,83,5,0
1023,1,553,2025-01-11 03:17:07,50,0,0
1023,2,554,2025-01-11 03:17:57,50,4,0
1024,1,11610,2025-08-10 08:49:24,69,0,1
1024,2,11611,2025-08-10 08:50:21,57,5,1
1024,3,11612,2025-08-10 08:50:58,37,5,1
1024,4,11613,2025-08-10 08:51:56,58,5,1
1024,5,11614,2025-08-10 08:53:43,107,0,1
1025,1,7703,2025-05-29 02:00:37,34,0,0
1025,2,7704,2025-05-29 02:01:34,57,1,0
1026,1,5253,2025-04-10 08:12:28,62,0,0
1027,1,12285,2025-08-22 16:53:18,136,0,0
1028,1,4250,2025-03-21 15:40:18,105,0,1
1028,2,4251,2025-03-21 15:42:26,128,0,1
1028,3,4252,2025-03-21 15:43:26,60,2,1
1028,4,4253,2025-03-21 15:45:14,108,2,1
1028,5,4254,2025-03-21 15:45:29,15,0,1
1029,1,12247,2025-08-22 00:16:30,44,0,0
1029,2,12248,2025-08-22 00:19:18,168,5,0
1030,1,360,2025-01-08 04:08:17,174,0,0
1030,2,361,2025-01-08 04:10:01,104,0,0
1031,1,10611,2025-07-22 22:42:43,173,0,0
1032,1,3218,2025-03-02 03:24:01,46,0,0
1033,1,11126,2025-08-01 08:17:00,136,0,0
1033,2,11127,2025-08-01 08:17:30,30,0,0
1034,1,12302,2025-08-22 23:25:21,51,0,1
1034,2,12303,2025-08-22 23:28:08,167,2,1
1034,3,12304,2025-08-22 23:31:07,179,2,1
1034,4,12305,2025-08-22 23:31:30,23,2,1
1034,5,12306,2025-08-22 23:32:33,63,0,1
1035,1,11638,2025-08-10 17:21:12,60,0,1
1035,2,11639,2025-08-10 17:23:25,133,5,1
1035,3,11640,2025-08-10 17:26:20,175,5,1
1035,4,11641,2025-08-10 17:29:02,162,5,1
1035,5,11642,2025-08-10 17:29:25,23,0,1
1036,1,6069,2025-04-27 20:55:20,72,0,0
1036,2,6070,2025-04-27 20:57:47,147,3,0
1037,1,1100,2025-01-20 18:44:54,157,0,0
1038,1,6420,2025-05-04 19:24:32,165,0,0
1038,2,6421,2025-05-04 19:27:17,165,3,0
1039,1,3997,2025-03-17 13:13:50,30,0,0
1039,2,3998,2025-03-17 13:15:58,128,0,0
1040,1,12445,2025-08-25 22:41:02,112,0,0
1041,1,12506,2025-08-27 04:00:30,68,0,1
1041,2,12507,2025-08-27 04:02:00,90,2,1
1041,3,12508,2025-08-27 04:03:39,99,2,1
1041,4,12511,2025-08-27 04:06:35,176,2,1
1041,5,12512,2025-08-27 04:08:31,116,0,1
1042,1,10728,2025-07-25 07:58:10,113,0,0
1042,2,10729,2025-07-25 07:59:32,82,5,0
1043,1,11978,2025-08-17 00:31:30,124,0,1
1043,2,11979,2025-08-17 00:32:03,33,0,1
1043,3,11980,2025-08-17 00:34:59,176,0,1
1043,4,11981,2025-08-17 00:36:47,108,3,1
1043,5,11982,2025-08-17 00:38:54,127,0,1
1044,1,3567,2025-03-08 18:50:47,102,0,0
1044,2,3569,2025-03-08 18:51:18,31,0,0
1045,1,10524,2025-07-21 22:18:03,86,0,0
1045,2,10525,2025-07-21 22:18:24,21,3,0
1045,3,10526,2025-07-21 22:18:49,25,3,0
1046,1,973,2025-01-18 13:51:25,132,0,1
1046,2,974,2025-01-18 13:53:43,138,2,1
1046,3,975,2025-01-18 13:56:01,138,2,1
1046,4,976,2025-01-18 13:56:45,44,2,1
1046,5,977,2025-01-18 13:58:19,94,0,1
1047,1,7625,2025-05-27 14:04:02,51,0,0
1048,1,5731,2025-04-20 04:01:37,167,0,1
1048,2,5732,2025-04-20 04:02:19,42,5,1
1048,3,5733,2025-04-20 04:04:49,150,5,1
1048,4,5734,2025-04-20 04:07:21,152,5,1
1048,5,5735,2025-04-20 04:08:10,49,0,1
1049,1,2537,2025-02-17 06:58:43,82,0,0
1049,2,2538,2025-02-17 06:59:03,20,0,0
1050,1,4026,2025-03-18 00:18:15,163,0,0
1050,2,4027,2025-03-18 00:20:44,149,0,0
1051,1,1733,2025-02-02 00:04:58,132,0,0
1051,2,1735,2025-02-02 00:07:17,139,1,0
1052,1,10571,2025-07-22 14:41:00,179,0,1
1052,2,10573,2025-07-22 14:42:15,75,1,1
1052,3,10575,2025-07-22 14:43:54,99,1,1
1052,4,10576,2025-07-22 14:46:11,137,1,1
1052,5,10577,2025-07-22 14:48:32,141,0,1
1053,1,8521,2025-06-14 05:18:48,170,0,0
1053,2,8522,2025-06-14 05:21:30,162,3,0
1054,1,10009,2025-07-12 02:30:06,41,0,1
1054,2,10010,2025-07-12 02:31:48,102,3,1
1054,3,10011,2025-07-12 02:32:30,42,3,1
1054,4,10012,2025-07-12 02:34:32,122,3,1
1054,5,10013,2025-07-12 02:35:47,75,0,1
1055,1,3293,2025-03-03 11:19:43,135,0,1
1055,2,3294,2025-03-03 11:21:02,79,3,1
1055,3,3295,2025-03-03 11:22:10,68,3,1
1055,4,3296,2025-03-03 11:23:34,84,3,1
1055,5,3297,2025-03-03 11:25:30,116,0,1
1056,1,10424,2025-07-20 01:53:01,97,0,1
1056,2,10425,2025-07-20 01:54:25,84,1,1
1056,3,10426,2025-07-20 01:56:16,111,1,1
1056,4,10427,2025-07-20 01:57:38,82,1,1
1056,5,10428,2025-07-20 02:00:33,175,0,1
1057,1,328,2025-01-07 10:47:20,91,0,0
1058,1,7447,2025-05-24 11:16:58,76,0,0
1058,2,7448,2025-05-24 11:19:47,169,0,0
1059,1,5081,2025-04-06 10:25:16,20,0,1
1059,2,5082,2025-04-06 10:26:43,87,0,1
1059,3,5086,2025-04-06 10:29:34,171,1,1
1059,4,5088,2025-04-06 10:31:26,112,1,1
1059,5,5090,2025-04-06 10:33:06,100,0,1
1060,1,11056,2025-07-31 08:35:56,175,0,0
1060,2,11057,2025-07-31 08:36:42,46,0,0
1061,1,2834,2025-02-23 05:01:54,153,0,0
1061,2,2835,2025-02-23 05:02:39,45,2,0
1061,3,2836,2025-02-23 05:03:58,79,2,0
1061,4,2837,2025-02-23 05:06:37,159,2,0
1062,1,9301,2025-06-28 11:06:11,87,0,0
1063,1,10125,2025-07-14 08:27:12,129,0,0
1063,2,10126,2025-07-14 08:27:57,45,4,0
1064,1,6179,2025-04-30 05:25:42,166,0,1
1064,2,6180,2025-04-30 05:26:55,73,1,1
1064,3,6181,2025-04-30 05:27:46,51,1,1
1064,4,6182,2025-04-30 05:28:09,23,1,1
1064,5,6183,2025-04-30 05:29:22,73,0,1
1065,1,1857,2025-02-04 07:01:16,161,0,0
1066,1,9521,2025-07-02 12:49:20,47,0,0
1066,2,9522,2025-07-02 12:52:14,174,0,0
1067,1,1516,2025-01-28 13:15:56,33,0,0
1067,2,1517,2025-01-28 13:17:57,121,4,0
1068,1,5473,2025-04-13 20:10:16,178,0,0
1068,2,5474,2025-04-13 20:12:35,139,0,0
1069,1,11574,2025-08-09 18:41:48,88,0,0
1069,2,11575,2025-08-09 18:42:52,64,5,0
1070,1,2082,2025-02-08 12:23:00,152,0,0
1070,2,2083,2025-02-08 12:23:27,27,0,0
1071,1,2530,2025-02-17 04:03:23,65,0,1
1071,2,2531,2025-02-17 04:05:50,147,5,1
1071,3,2532,2025-02-17 04:06:32,42,5,1
1071,4,2533,2025-02-17 04:08:30,118,5,1
1071,5,2534,2025-02-17 04:11:16,166,0,1
1072,1,1499,2025-01-28 03:04:55,168,0,0
1072,2,1500,2025-01-28 03:06:24,89,0,0
1073,1,2710,2025-02-19 20:55:24,91,0,0
1074,1,397,2025-01-08 19:23:57,169,0,1
1074,2,398,2025-01-08 19:25:37,100,3,1
1074,3,399,2025-01-08 19:27:25,108,3,1
1074,4,400,2025-01-08 19:27:56,31,3,1
1074,5,401,2025-01-08 19:30:10,134,0,1
1075,1,12429,2025-08-25 17:06:26,92,0,0
1075,2,12431,2025-08-25 17:07:27,61,5,0
1075,3,12432,2025-08-25 17:08:34,67,5,0
1076,1,11977,2025-08-16 22:06:11,104,0,0
1077,1,10594,2025-07-22 18:42:07,176,0,0
1077,2,10595,2025-07-22 18:42:55,48,4,0
1078,1,10819,2025-07-26 16:52:44,130,0,0
1078,2,10820,2025-07-26 16:53:23,39,2,0
1079,1,9816,2025-07-08 19:43:50,86,0,0
1079,2,9817,2025-07-08 19:45:27,97,0,0
1080,1,5175,2025-04-07 23:24:28,78,0,0
1080,2,5176,2025-04-07 23:27:27,179,4,0
1081,1,3667,2025-03-11 09:50:43,152,0,1
1081,2,3668,2025-03-11 09:53:04,141,4,1
1081,3,3669,2025-03-11 09:53:28,24,4,1
1081,4,3670,2025-03-11 09:54:53,85,4,1
1081,5,3671,2025-03-11 09:55:18,25,0,1
1082,1,544,2025-01-10 23:14:36,95,0,0
1082,2,545,2025-01-10 23:17:20,164,4,0
1083,1,833,2025-01-16 08:18:28,38,0,0
1083,2,834,2025-01-16 08:20:34,126,0,0
1084,1,5228,2025-04-09 13:33:27,51,0,0
1084,2,5229,2025-04-09 13:36:27,180,5,0
1085,1,8773,2025-06-18 06:21:21,73,0,0
1086,1,8515,2025-06-14 00:00:33,126,0,0
1087,1,2359,2025-02-13 01:36:25,71,0,0
1087,2,2360,2025-02-13 01:38:09,104,3,0
1088,1,9695,2025-07-06 02:20:41,21,0,1
1088,2,9696,2025-07-06 02:21:19,38,4,1
1088,3,9697,2025-07-06 02:22:28,69,4,1
1088,4,9698,2025-07-06 02:22:57,29,4,1
1088,5,9699,2025-07-06 02:24:07,70,0,1
1089,1,3336,2025-03-04 10:43:08,70,0,0
1090,1,5627,2025-04-17 09:49:13,47,0,1
1090,2,5628,2025-04-17 09:50:39,86,0,1
1090,3,5630,2025-04-17 09:53:26,167,0,1
1090,4,5631,2025-04-17 09:53:56,30,3,1
1090,5,5633,2025-04-17 09:56:00,124,0,1
1091,1,6786,2025-05-11 22:02:11,119,0,0
1091,2,6787,2025-05-11 22:04:38,147,0,0
1091,3,6788,2025-05-11 22:07:15,157,0,0
1092,1,12216,2025-08-21 13:09:03,98,0,1
1092,2,12217,2025-08-21 13:09:25,22,1,1
1092,3,12218,2025-08-21 13:11:00,95,1,1
1092,4,12219,2025-08-21 13:11:25,25,1,1
1092,5,12220,2025-08-21 13:12:17,52,0,1
1093,1,5593,2025-04-16 18:42:27,154,0,0
1094,1,9038,2025-06-23 10:01:45,173,0,1
1094,2,9039,2025-06-23 10:02:02,17,0,1
1094,3,9040,2025-06-23 10:03:26,84,0,1
1094,4,9041,2025-06-23 10:05:14,108,1,1
1094,5,9042,2025-06-23 10:06:55,101,0,1
1095,1,7466,2025-05-24 20:55:01,44,0,0
1095,2,7467,2025-05-24 20:57:31,150,5,0
1096,1,5855,2025-04-23 03:13:57,44,0,0
1097,1,11125,2025-08-01 08:13:00,37,0,0
1098,1,8000,2025-06-04 05:20:57,102,0,1
1098,2,8001,2025-06-04 05:22:34,97,2,1
1098,3,8002,2025-06-04 05:24:36,122,2,1
1098,4,8003,2025-06-04 05:25:00,24,2,1
1098,5,8004,2025-06-04 05:28:00,180,0,1
1099,1,2831,2025-02-23 03:42:29,174,0,0
1099,2,2832,2025-02-23 03:44:41,132,3,0
1099,3,2833,2025-02-23 03:46:05,84,3,0
1100,1,646,2025-01-13 08:13:24,125,0,0
1100,2,647,2025-01-13 08:14:10,46,0,0
1100,3,648,2025-01-13 08:15:31,81,4,0
1100,4,649,2025-01-13 08:17:04,93,4,0
1101,1,6797,2025-05-12 02:20:22,115,0,0
1101,2,6798,2025-05-12 02:22:06,104,0,0
1102,1,455,2025-01-09 19:56:59,89,0,0
1102,2,456,2025-01-09 19:57:18,19,2,0
1103,1,9267,2025-06-27 15:57:04,78,0,0
1103,2,9268,2025-06-27 15:59:57,173,0,0
1103,3,9269,2025-06-27 16:01:57,120,0,0
1103,4,9270,2025-06-27 16:02:12,15,3,0
1104,1,4973,2025-04-04 21:38:45,28,0,0
1104,2,4974,2025-04-04 21:40:54,129,0,0
1105,1,3428,2025-03-06 06:10:32,75,0,0
1106,1,7528,2025-05-26 00:29:45,145,0,1
1106,2,7529,2025-05-26 00:32:34,169,0,1
1106,3,7530,2025-05-26 00:33:21,47,1,1
1106,4,7531,2025-05-26 00:34:14,53,1,1
1106,5,7532,2025-05-26 00:35:37,83,0,1
1107,1,7286,2025-05-21 05:23:31,171,0,1
1107,2,7287,2025-05-21 05:23:57,26,3,1
1107,3,7288,2025-05-21 05:26:32,155,3,1
1107,4,7289,2025-05-21 05:27:41,69,3,1
1107,5,7290,2025-05-21 05:28:46,65,0,1
1108,1,10382,2025-07-19 15:13:27,133,0,1
1108,2,10383,2025-07-19 15:15:23,116,5,1
1108,3,10384,2025-07-19 15:16:55,92,5,1
1108,4,10385,2025-07-19 15:19:24,149,5,1
1108,5,10386,2025-07-19 15:22:24,180,0,1
1109,1,12441,2025-08-25 21:44:03,174,0,0
1109,2,12442,2025-08-25 21:46:30,147,0,0
1110,1,7003,2025-05-15 17:31:06,118,0,0
1110,2,7004,2025-05-15 17:33:35,149,2,0
1111,1,7039,2025-05-16 06:09:44,38,0,0
1111,2,7040,2025-05-16 06:10:29,45,3,0
1111,3,7041,2025-05-16 06:11:14,45,3,0
1112,1,3546,2025-03-08 15:32:14,36,0,0
1112,2,3547,2025-03-08 15:33:26,72,0,0
1113,1,9122,2025-06-24 15:40:46,160,0,0
1114,1,4037,2025-03-18 04:06:06,119,0,0
1114,2,4038,2025-03-18 04:07:30,84,0,0
1115,1,4644,2025-03-29 12:58:29,115,0,1
1115,2,4645,2025-03-29 12:58:54,25,2,1
1115,3,4646,2025-03-29 13:01:41,167,2,1
1115,4,4647,2025-03-29 13:02:13,32,2,1
1115,5,4648,2025-03-29 13:03:01,48,0,1
1116,1,10038,2025-07-12 16:02:29,80,0,0
1116,2,10039,2025-07-12 16:03:52,83,0,0
1117,1,10078,2025-07-13 15:23:22,117,0,0
1117,2,10079,2025-07-13 15:23:47,25,4,0
1117,3,10080,2025-07-13 15:24:09,22,4,0
1118,1,4860,2025-04-02 23:04:42,175,0,0
