SessionID,UserID,DeviceType,Country,ReferralSource,SessionKey
session_1946,user_2402,Mobile,Australia,Google,1054
session_1947,user_2820,Desktop,Canada,Email,1055
session_1948,user_1585,Mobile,USA,Social Media,1056
session_1949,user_2705,Mobile,Australia,Email,1057
session_195,user_1535,Desktop,Germany,Social Media,1058
session_1950,user_1690,Mobile,Germany,Social Media,1059
session_1951,user_1335,Desktop,UK,Google,1060
session_1952,user_1922,Mobile,Canada,Email,1061
session_1953,user_2618,Tablet,Germany,Direct,1062
session_1954,user_2631,Desktop,UK,Social Media,1063
session_1955,user_2800,Desktop,Canada,Social Media,1064
session_1956,user_2301,Mobile,Canada,Google,1065
session_1957,user_2336,Mobile,Germany,Direct,1066
session_1958,user_1364,Tablet,Canada,Social Media,1067
session_1959,user_2257,Tablet,Germany,Email,1068
session_196,user_2277,Tablet,USA,Direct,1069
session_1960,user_1223,Tablet,Canada,Social Media,1070
session_1961,user_2012,Tablet,Canada,Email,1071
session_1962,user_2168,Desktop,Australia,Social Media,1072
session_1963,user_1888,Mobile,UK,Social Media,1073
session_1964,user_2501,Mobile,France,Email,1074
session_1965,user_1209,Desktop,Australia,Direct,1075
session_1966,user_1066,Tablet,Canada,Email,1076
session_1967,user_2127,Mobile,Australia,Google,1077
session_1968,user_2607,Mobile,Australia,Social Media,1078
session_1969,user_1516,Mobile,Canada,Direct,1079
session_197,user_1571,Mobile,UK,Social Media,1080
session_1970,user_1780,Desktop,Canada,Direct,1081
session_1971,user_2677,Mobile,France,Direct,1082
session_1972,user_1634,Desktop,France,Social Media,1083
session_1973,user_1740,Mobile,Canada,Direct,1084
session_1974,user_1710,Mobile,Australia,Email,1085
session_1975,user_2080,Tablet,Australia,Email,1086
session_1976,user_2245,Desktop,Germany,Email,1087
session_1977,user_1404,Mobile,Australia,Direct,1088
session_1978,user_1608,Mobile,India,Email,1089
session_1979,user_1755,Tablet,Germany,Email,1090
session_198,user_1035,Tablet,Germany,Email,1091
session_1980,user_2669,Mobile,Germany,Google,1092
session_1981,user_2773,Tablet,France,Email,1093
session_1982,user_2677,Mobile,Australia,Email,1094
session_1983,user_2198,Mobile,Canada,Email,1095
session_1984,user_1533,Tablet,USA,Social Media,1096
session_1985,user_1968,Desktop,Germany,Direct,1097
session_1986,user_2346,Tablet,UK,Email,1098
session_1987,user_2382,Tablet,India,Google,1099
session_1988,user_1219,Desktop,USA,Email,1100
session_1989,user_1505,Mobile,UK,Email,1101
session_199,user_2119,Tablet,Australia,Google,1102
session_1990,user_2475,Mobile,France,Social Media,1103
session_1991,user_1648,Mobile,Germany,Email,1104
session_1992,user_2985,Desktop,UK,Direct,1105
session_1993,user_2446,Desktop,UK,Email,1106
session_1994,user_1697,Mobile,USA,Email,1107
session_1995,user_2285,Tablet,Germany,Social Media,1108
session_1996,user_1683,Tablet,UK,Google,1109
session_1997,user_2380,Tablet,France,Google,1110
session_1998,user_2265,Mobile,Australia,Google,1111
session_1999,user_2258,Mobile,USA,Social Media,1112
session_2,user_1708,Mobile,India,Google,1113
session_20,user_2182,Desktop,Canada,Direct,1114
session_200,user_1823,Desktop,France,Email,1115
session_2000,user_1488,Tablet,France,Email,1116
session_2001,user_1538,Desktop,Germany,Direct,1117
session_2002,user_2073,Desktop,India,Email,1118
session_2003,user_2871,Desktop,India,Email,1119
session_2004,user_2752,Mobile,France,Email,1120
session_2005,user_1531,Desktop,India,Social Media,1121
session_2006,user_2114,Tablet,India,Social Media,1122
session_2007,user_2797,Desktop,India,Email,1123
session_2008,user_2540,Desktop,UK,Direct,1124
session_2009,user_1235,Tablet,Australia,Social Media,1125
session_201,user_1028,Desktop,USA,Google,1126
session_2010,user_1377,Tablet,UK,Email,1127
session_2011,user_2231,Mobile,India,Social Media,1128
session_2012,user_1302,Tablet,UK,Direct,1129
session_2013,user_2103,Desktop,Australia,Social Media,1130
session_2014,user_2272,Mobile,France,Social Media,1131
session_2015,user_1257,Mobile,France,Direct,1132
session_2016,user_1659,Tablet,Germany,Google,1133
session_2017,user_1411,Tablet,India,Google,1134
session_2018,user_2092,Mobile,India,Google,1135
session_2019,user_2413,Desktop,UK,Google,1136
session_202,user_1580,Tablet,India,Google,1137
session_2020,user_2527,Mobile,Germany,Direct,1138
session_2021,user_1448,Mobile,Canada,Email,1139
session_2022,user_1184,Tablet,India,Email,1140
session_2023,user_1918,Tablet,India,Email,1141
session_2024,user_2122,Desktop,Germany,Email,1142
session_2025,user_2222,Desktop,Germany,Email,1143
session_2026,user_1387,Tablet,UK,Direct,1144
session_2027,user_2274,Tablet,India,Direct,1145
session_2028,user_2355,Tablet,Canada,Social Media,1146
session_2029,user_1031,Tablet,Australia,Email,1147
session_203,user_1787,Mobile,Canada,Social Media,1148
session_2030,user_2902,Tablet,India,Email,1149
session_2031,user_2502,Desktop,Canada,Direct,1150
session_2032,user_1084,Desktop,Germany,Social Media,1151
session_2033,user_1105,Tablet,Canada,Direct,1152
session_2034,user_2344,Desktop,USA,Email,1153
session_2035,user_1687,Desktop,India,Social Media,1154
session_2036,user_2987,Mobile,Canada,Google,1155
session_2037,user_1319,Desktop,Australia,Direct,1156
session_2038,user_1204,Tablet,France,Social Media,1157
session_2039,user_2487,Mobile,USA,Email,1158
session_204,user_1062,Mobile,Australia,Google,1159
session_2040,user_2711,Tablet,Germany,Direct,1160
session_2041,user_1086,Tablet,UK,Email,1161
session_2042,user_2495,Tablet,Canada,Social Media,1162
session_2043,user_2561,Tablet,UK,Direct,1163
session_2044,user_2533,Desktop,France,Direct,1164
session_2045,user_2753,Tablet,Canada,Direct,1165
session_2046,user_1487,Tablet,Canada,Email,1166
session_2047,user_1400,Mobile,USA,Social Media,1167
session_2048,user_2545,Mobile,France,Direct,1168
session_2049,user_1183,Mobile,France,Direct,1169
session_205,user_2037,Mobile,France,Social Media,1170
session_2050,user_2846,Mobile,Australia,Direct,1171
session_2051,user_1016,Mobile,Australia,Direct,1172
session_2052,user_1398,Tablet,Germany,Email,1173
session_2053,user_2285,Desktop,Australia,Email,1174
session_2054,user_2816,Tablet,India,Google,1175
session_2055,user_1089,Desktop,USA,Google,1176
session_2056,user_1361,Tablet,Australia,Direct,1177
session_2057,user_1602,Desktop,USA,Google,1178
session_2058,user_1757,Tablet,Australia,Direct,1179
session_2059,user_2373,Desktop,Germany,Direct,1180
session_206,user_2902,Mobile,Canada,Email,1181
session_2060,user_1723,Desktop,USA,Email,1182
session_2061,user_2747,Desktop,India,Google,1183
session_2062,user_2053,Mobile,India,Google,1184
session_2063,user_1240,Mobile,India,Direct,1185
session_2064,user_2368,Mobile,Germany,Social Media,1186
session_2065,user_2867,Desktop,UK,Social Media,1187
session_2066,user_1310,Tablet,Canada,Google,1188
session_2067,user_1140,Tablet,UK,Social Media,1189
session_2068,user_2683,Tablet,Australia,Google,1190
session_2069,user_2781,Desktop,Australia,Google,1191
session_207,user_2678,Tablet,India,Google,1192
session_2070,user_2369,Desktop,USA,Google,1193
session_2071,user_1781,Desktop,France,Direct,1194
session_2072,user_1016,Tablet,France,Direct,1195
session_2073,user_1512,Mobile,Germany,Google,1196
session_2074,user_1716,Tablet,Canada,Direct,1197
session_2075,user_2031,Tablet,USA,Direct,1198
session_2076,user_2912,Mobile,Germany,Social Media,1199
session_2077,user_1396,Tablet,Canada,Social Media,1200
session_2078,user_2408,Tablet,France,Email,1201
session_2079,user_2898,Desktop,France,Email,1202
session_208,user_2344,Tablet,UK,Social Media,1203
session_2080,user_1128,Tablet,Germany,Social Media,1204
session_2081,user_1708,Mobile,Australia,Social Media,1205
session_2082,user_1046,Mobile,UK,Social Media,1206
session_2083,user_1475,Mobile,Australia,Direct,1207
session_2084,user_2455,Mobile,France,Google,1208
session_2085,user_1282,Tablet,India,Social Media,1209
session_2086,user_2477,Tablet,France,Email,1210
session_2087,user_1751,Tablet,Canada,Social Media,1211
session_2088,user_2176,Desktop,Canada,Social Media,1212
session_2089,user_1261,Tablet,France,Social Media,1213
session_209,user_2213,Desktop,Canada,Email,1214
session_2090,user_1642,Mobile,USA,Email,1215
session_2091,user_2809,Desktop,India,Direct,1216
session_2092,user_2192,Mobile,Canada,Google,1217
session_2093,user_1970,Desktop,Canada,Social Media,1218
session_2094,user_1520,Tablet,Australia,Social Media,1219
session_2095,user_2732,Tablet,UK,Direct,1220
session_2096,user_2341,Desktop,Germany,Email,1221
session_2097,user_2837,Mobile,India,Direct,1222
session_2098,user_2498,Desktop,Canada,Email,1223
session_2099,user_2105,Mobile,Australia,Google,1224
session_21,user_2035,Tablet,Australia,Google,1225
session_210,user_1409,Mobile,USA,Google,1226
session_2100,user_2460,Tablet,Canada,Email,1227
session_2101,user_1617,Desktop,UK,Email,1228
session_2102,user_1288,Desktop,Australia,Google,1229
session_2103,user_1139,Tablet,Germany,Social Media,1230
session_2104,user_1884,Tablet,USA,Direct,1231
session_2105,user_2929,Mobile,Germany,Google,1232
session_2106,user_1512,Tablet,India,Direct,1233
session_2107,user_1539,Desktop,USA,Social Media,1234
session_2108,user_1933,Tablet,France,Direct,1235
session_2109,user_2465,Mobile,UK,Google,1236
session_211,user_1179,Mobile,India,Direct,1237
session_2110,user_2045,Desktop,Australia,Email,1238
session_2111,user_1068,Desktop,UK,Social Media,1239
session_2112,user_1945,Tablet,Germany,Direct,1240
session_2113,user_1429,Mobile,France,Social Media,1241
session_2114,user_1924,Tablet,Canada,Direct,1242
session_2115,user_2022,Mobile,USA,Google,1243
session_2116,user_1235,Mobile,Germany,Google,1244
session_2117,user_2604,Tablet,UK,Direct,1245
session_2118,user_1002,Tablet,Germany,Social Media,1246
session_2119,user_2251,Mobile,USA,Google,1247
session_212,user_2008,Desktop,UK,Social Media,1248
session_2120,user_1171,Mobile,Australia,Direct,1249
session_2121,user_3001,Mobile,France,Google,1250
session_2122,user_2045,Mobile,Germany,Social Media,1251
session_2123,user_2637,Tablet,Australia,Direct,1252
session_2124,user_2886,Mobile,India,Direct,1253
session_2125,user_1909,Desktop,UK,Email,1254
session_2126,user_2933,Tablet,UK,Google,1255
session_2127,user_2275,Desktop,USA,Email,1256
session_2128,user_2558,Desktop,Australia,Social Media,1257
session_2129,user_1748,Desktop,Germany,Direct,1258
session_213,user_2980,Mobile,India,Social Media,1259
session_2130,user_1050,Desktop,Germany,Direct,1260
session_2131,user_2639,Tablet,Germany,Direct,1261
session_2132,user_1264,Mobile,Canada,Google,1262
session_2133,user_1677,Mobile,Australia,Direct,1263
session_2134,user_1999,Tablet,Germany,Direct,1264
session_2135,user_2599,Mobile,India,Social Media,1265
session_2136,user_1796,Tablet,France,Google,1266
session_2137,user_2721,Tablet,UK,Social Media,1267
session_2138,user_1026,Desktop,France,Direct,1268
session_2139,user_1543,Mobile,India,Email,1269
session_214,user_2257,Mobile,UK,Email,1270
session_2140,user_1410,Desktop,Australia,Direct,1271
session_2141,user_1511,Desktop,USA,Email,1272
session_2142,user_1260,Desktop,Australia,Google,1273
session_2143,user_1055,Mobile,UK,Email,1274
session_2144,user_1361,Desktop,Germany,Direct,1275
session_2145,user_1089,Mobile,UK,Google,1276
session_2146,user_2700,Desktop,Australia,Social Media,1277
session_2147,user_1552,Tablet,Germany,Social Media,1278
session_2148,user_2228,Desktop,India,Google,1279
session_2149,user_1700,Mobile,USA,Direct,1280
session_215,user_2787,Tablet,Canada,Google,1281
session_2150,user_2684,Desktop,Canada,Social Media,1282
session_2151,user_2718,Mobile,Germany,Direct,1283
session_2152,user_2388,Mobile,Germany,Direct,1284
session_2153,user_1413,Tablet,India,Social Media,1285
session_2154,user_1269,Desktop,France,Email,1286
session_2155,user_2614,Mobile,Germany,Email,1287
session_2156,user_2804,Mobile,Australia,Direct,1288
session_2157,user_1955,Tablet,France,Social Media,1289
session_2158,user_2785,Mobile,India,Google,1290
session_2159,user_1089,Mobile,UK,Direct,1291
session_216,user_1611,Tablet,France,Google,1292
session_2160,user_1342,Desktop,Germany,Direct,1293
session_2161,user_2302,Desktop,Australia,Direct,1294
session_2162,user_2419,Desktop,USA,Direct,1295
session_2163,user_1046,Tablet,Germany,Direct,1296
session_2164,user_1308,Tablet,Australia,Direct,1297
session_2165,user_1190,Mobile,USA,Google,1298
session_2166,user_1949,Tablet,France,Google,1299
session_2167,user_2815,Desktop,Australia,Direct,1300
session_2168,user_2132,Mobile,UK,Google,1301
session_2169,user_2399,Mobile,Canada,Email,1302
session_217,user_1814,Tablet,France,Email,1303
session_2170,user_2353,Mobile,UK,Direct,1304
session_2171,user_2741,Desktop,USA,Social Media,1305
session_2172,user_1091,Tablet,USA,Email,1306
session_2173,user_1924,Tablet,Canada,Direct,1307
session_2174,user_2610,Mobile,UK,Social Media,1308
session_2175,user_2185,Mobile,Germany,Direct,1309
session_2176,user_1496,Mobile,UK,Email,1310
session_2177,user_2348,Desktop,Canada,Google,1311
session_2178,user_1318,Mobile,USA,Direct,1312
session_2179,user_1699,Tablet,Germany,Social Media,1313
session_218,user_2774,Mobile,UK,Email,1314
session_2180,user_1770,Desktop,India,Direct,1315
session_2181,user_2197,Mobile,UK,Google,1316
session_2182,user_1611,Tablet,UK,Direct,1317
session_2183,user_2833,Desktop,Germany,Email,1318
session_2184,user_2037,Mobile,Australia,Google,1319
session_2185,user_2121,Desktop,France,Direct,1320
session_2186,user_2217,Mobile,UK,Email,1321
session_2187,user_1750,Tablet,Australia,Social Media,1322
session_2188,user_2492,Tablet,Canada,Social Media,1323
session_2189,user_2311,Desktop,France,Direct,1324
session_219,user_2987,Desktop,Germany,Email,1325
session_2190,user_2888,Tablet,Canada,Direct,1326
session_2191,user_2817,Desktop,Australia,Google,1327
session_2192,user_2675,Tablet,France,Google,1328
session_2193,user_2156,Desktop,France,Direct,1329
session_2194,user_1045,Mobile,Canada,Google,1330
session_2195,user_1893,Desktop,UK,Direct,1331
session_2196,user_2726,Mobile,Australia,Google,1332
session_2197,user_2915,Desktop,Germany,Social Media,1333
session_2198,user_2759,Mobile,France,Direct,1334
session_2199,user_2271,Desktop,France,Social Media,1335
session_22,user_2046,Desktop,UK,Social Media,1336
session_220,user_1827,Mobile,UK,Social Media,1337
session_2200,user_2426,Tablet,Australia,Email,1338
session_2201,user_1658,Mobile,UK,Google,1339
session_2202,user_2121,Desktop,UK,Google,1340
session_2203,user_1041,Desktop,France,Direct,1341
session_2204,user_1883,Tablet,France,Email,1342
session_2205,user_2550,Tablet,Australia,Google,1343
session_2206,user_1775,Tablet,Germany,Email,1344
session_2207,user_2363,Mobile,USA,Google,1345
session_2208,user_1624,Desktop,Australia,Google,1346
session_2209,user_1560,Tablet,France,Google,1347
session_221,user_2130,Desktop,Canada,Google,1348
session_2210,user_1201,Desktop,Germany,Direct,1349
session_2211,user_1362,Tablet,USA,Email,1350
session_2212,user_1347,Desktop,France,Social Media,1351
session_2213,user_2978,Tablet,UK,Email,1352
session_2214,user_2736,Mobile,Canada,Google,1353
session_2215,user_1928,Mobile,Canada,Social Media,1354
session_2216,user_2113,Desktop,Canada,Direct,1355
session_2217,user_1691,Desktop,India,Social Media,1356
session_2218,user_2619,Desktop,Australia,Social Media,1357
session_2219,user_1225,Desktop,Australia,Direct,1358
session_222,user_1105,Mobile,France,Email,1359
session_2220,user_1685,Desktop,Germany,Direct,1360
session_2221,user_1367,Mobile,India,Direct,1361
session_2222,user_1657,Tablet,France,Google,1362
session_2223,user_1116,Mobile,France,Google,1363
session_2224,user_2332,Mobile,Australia,Social Media,1364
session_2225,user_1493,Tablet,UK,Google,1365
session_2226,user_1653,Tablet,USA,Email,1366
session_2227,user_2265,Desktop,Canada,Direct,1367
session_2228,user_2312,Desktop,UK,Email,1368
session_2229,user_1508,Tablet,Canada,Google,1369
session_223,user_2739,Desktop,UK,Google,1370
session_2230,user_1532,Mobile,Australia,Direct,1371
session_2231,user_1967,Mobile,France,Google,1372
session_2232,user_1260,Mobile,USA,Google,1373
session_2233,user_1539,Mobile,Canada,Email,1374
session_2234,user_1274,Tablet,UK,Email,1375
session_2235,user_2682,Tablet,Australia,Google,1376
session_2236,user_2585,Tablet,Canada,Social Media,1377
session_2237,user_2022,Desktop,India,Email,1378
session_2238,user_1579,Tablet,Canada,Google,1379
session_2239,user_1425,Tablet,UK,Social Media,1380
session_224,user_1644,Desktop,Australia,Social Media,1381
session_2240,user_1761,Desktop,Australia,Email,1382
session_2241,user_1660,Tablet,Canada,Google,1383
session_2242,user_2683,Mobile,France,Direct,1384
session_2243,user_1759,Mobile,UK,Email,1385
session_2244,user_2942,Tablet,Australia,Direct,1386
session_2245,user_1834,Tablet,Australia,Google,1387
session_2246,user_2925,Desktop,Australia,Google,1388
session_2247,user_1301,Mobile,India,Social Media,1389
session_2248,user_1387,Tablet,Canada,Email,1390
session_2249,user_1074,Tablet,India,Email,1391
session_225,user_1845,Desktop,Australia,Direct,1392
session_2250,user_2102,Mobile,Canada,Social Media,1393
session_2251,user_2110,Desktop,Canada,Direct,1394
session_2252,user_2650,Desktop,Germany,Direct,1395
session_2253,user_2774,Desktop,USA,Direct,1396
session_2254,user_1327,Tablet,France,Direct,1397
session_2255,user_1058,Desktop,Germany,Direct,1398
session_2256,user_2949,Tablet,USA,Google,1399
session_2257,user_2701,Desktop,Germany,Email,1400
session_2258,user_2481,Desktop,UK,Direct,1401
session_2259,user_1941,Desktop,France,Direct,1402
session_226,user_1715,Tablet,India,Social Media,1403
session_2260,user_2452,Desktop,UK,Google,1404
session_2261,user_1630,Tablet,France,Direct,1405
session_2262,user_2790,Mobile,France,Direct,1406
session_2263,user_2885,Tablet,USA,Email,1407
session_2264,user_1085,Desktop,Canada,Direct,1408
session_2265,user_1989,Desktop,UK,Email,1409
session_2266,user_2796,Mobile,Australia,Google,1410
session_2267,user_1055,Mobile,France,Direct,1411
session_2268,user_1008,Mobile,Australia,Email,1412
session_2269,user_1070,Mobile,Australia,Social Media,1413
session_227,user_2505,Mobile,USA,Direct,1414
session_2270,user_1892,Tablet,France,Email,1415
session_2271,user_1716,Mobile,Germany,Social Media,1416
session_2272,user_1485,Desktop,Germany,Email,1417
session_2273,user_2878,Desktop,France,Email,1418
session_2274,user_1112,Desktop,UK,Google,1419
session_2275,user_1276,Tablet,Australia,Social Media,1420
session_2276,user_2860,Tablet,Germany,Email,1421
session_2277,user_1465,Desktop,France,Direct,1422
session_2278,user_2869,Tablet,USA,Google,1423
session_2279,user_2091,Desktop,Germany,Direct,1424
session_228,user_1136,Desktop,UK,Google,1425
session_2280,user_1064,Desktop,France,Direct,1426
session_2281,user_2821,Desktop,Australia,Google,1427
session_2282,user_2909,Desktop,France,Direct,1428
session_2283,user_2288,Mobile,India,Direct,1429
session_2284,user_1440,Mobile,USA,Social Media,1430
session_2285,user_1589,Tablet,India,Google,1431
session_2286,user_1162,Desktop,USA,Social Media,1432
session_2287,user_1493,Tablet,Australia,Google,1433
session_2288,user_2364,Tablet,Australia,Google,1434
session_2289,user_1045,Tablet,Germany,Email,1435
session_229,user_2465,Mobile,UK,Social Media,1436
session_2290,user_1862,Mobile,France,Social Media,1437
session_2291,user_2216,Desktop,UK,Social Media,1438
session_2292,user_1721,Mobile,UK,Social Media,1439
session_2293,user_2952,Mobile,Canada,Social Media,1440
session_2294,user_1211,Desktop,UK,Google,1441
session_2295,user_2791,Tablet,Canada,Email,1442
session_2296,user_1617,Mobile,France,Google,1443
session_2297,user_1406,Desktop,Australia,Social Media,1444
session_2298,user_1359,Mobile,India,Google,1445
session_2299,user_1116,Mobile,France,Direct,1446
session_23,user_2546,Tablet,France,Direct,1447
session_230,user_1053,Mobile,France,Direct,1448
session_2300,user_2165,Mobile,UK,Social Media,1449
session_2301,user_1442,Mobile,India,Email,1450
session_2302,user_2512,Desktop,UK,Direct,1451
session_2303,user_1702,Desktop,France,Google,1452
session_2304,user_2860,Tablet,France,Google,1453
session_2305,user_2447,Tablet,USA,Email,1454
session_2306,user_2389,Mobile,USA,Email,1455
session_2307,user_2266,Mobile,UK,Social Media,1456
session_2308,user_1579,Tablet,France,Direct,1457
session_2309,user_1393,Tablet,Germany,Google,1458
session_231,user_2894,Mobile,Germany,Direct,1459
session_2310,user_1627,Mobile,Australia,Social Media,1460
session_2311,user_1947,Tablet,Germany,Social Media,1461
session_2312,user_2182,Desktop,Canada,Email,1462
session_2313,user_2945,Mobile,Australia,Google,1463
session_2314,user_1961,Mobile,Canada,Social Media,1464
session_2315,user_1391,Desktop,UK,Email,1465
session_2316,user_1394,Tablet,Australia,Direct,1466
session_2317,user_2157,Mobile,India,Email,1467
session_2318,user_2206,Desktop,France,Google,1468
session_2319,user_2004,Desktop,Germany,Google,1469
session_232,user_2096,Mobile,Australia,Email,1470
session_2320,user_2331,Tablet,USA,Google,1471
session_2321,user_2103,Desktop,India,Email,1472
session_2322,user_1259,Tablet,USA,Social Media,1473
session_2323,user_2860,Tablet,UK,Google,1474
session_2324,user_1621,Tablet,France,Email,1475
session_2325,user_2058,Tablet,UK,Google,1476
session_2326,user_2756,Tablet,France,Direct,1477
session_2327,user_1268,Desktop,Germany,Email,1478
session_2328,user_1708,Mobile,Canada,Social Media,1479
session_2329,user_2137,Mobile,France,Email,1480
session_233,user_2422,Desktop,Germany,Google,1481
session_2330,user_2285,Tablet,Canada,Email,1482
session_2331,user_2814,Mobile,Canada,Direct,1483
session_2332,user_2160,Mobile,Australia,Social Media,1484
session_2333,user_2655,Tablet,USA,Google,1485
session_2334,user_1185,Desktop,India,Social Media,1486
session_2335,user_2488,Mobile,USA,Email,1487
session_2336,user_2566,Mobile,France,Email,1488
session_2337,user_1770,Mobile,India,Social Media,1489
session_2338,user_2490,Tablet,UK,Social Media,1490
session_2339,user_2192,Desktop,Canada,Direct,1491
session_234,user_2075,Tablet,UK,Direct,1492
session_2340,user_1461,Tablet,Canada,Google,1493
session_2341,user_1592,Desktop,USA,Social Media,1494
session_2342,user_2110,Tablet,Germany,Direct,1495
session_2343,user_1591,Tablet,Germany,Direct,1496
session_2344,user_1012,Mobile,USA,Social Media,1497
session_2345,user_1133,Mobile,Canada,Email,1498
session_2346,user_1763,Desktop,USA,Social Media,1499
session_2347,user_2271,Mobile,India,Google,1500
session_2348,user_1622,Desktop,Australia,Direct,1501
session_2349,user_2904,Desktop,UK,Email,1502
session_235,user_1064,Tablet,India,Social Media,1503
session_2350,user_1351,Mobile,India,Email,1504
session_2351,user_2832,Tablet,Canada,Google,1505
session_2352,user_1380,Tablet,Canada,Direct,1506
session_2353,user_2564,Mobile,Canada,Email,1507
session_2354,user_1950,Desktop,France,Email,1508
session_2355,user_1288,Desktop,France,Direct,1509
session_2356,user_2366,Desktop,India,Direct,1510
session_2357,user_1446,Desktop,India,Social Media,1511
session_2358,user_1458,Tablet,Canada,Social Media,1512
session_2359,user_2756,Desktop,India,Google,1513
session_236,user_1611,Mobile,USA,Google,1514
session_2360,user_2151,Desktop,USA,Email,1515
session_2361,user_1022,Mobile,Canada,Direct,1516
session_2362,user_2948,Mobile,Canada,Direct,1517
session_2363,user_2534,Mobile,UK,Google,1518
session_2364,user_2295,Tablet,France,Direct,1519
session_2365,user_1942,Mobile,India,Email,1520
session_2366,user_2529,Desktop,Australia,Google,1521
session_2367,user_1630,Tablet,France,Google,1522
session_2368,user_2418,Mobile,Germany,Google,1523
session_2369,user_1645,Tablet,USA,Direct,1524
session_237,user_2354,Tablet,UK,Google,1525
session_2370,user_1910,Desktop,Germany,Email,1526
session_2371,user_2602,Tablet,Australia,Email,1527
session_2372,user_2515,Desktop,Germany,Email,1528
session_2373,user_2511,Desktop,India,Social Media,1529
session_2374,user_2151,Desktop,Australia,Email,1530
session_2375,user_2222,Desktop,Germany,Social Media,1531
session_2376,user_1974,Tablet,India,Google,1532
session_2377,user_1295,Mobile,France,Email,1533
session_2378,user_2453,Tablet,USA,Social Media,1534
session_2379,user_1928,Desktop,USA,Social Media,1535
session_238,user_1429,Tablet,Germany,Social Media,1536
session_2380,user_2888,Tablet,Australia,Email,1537
session_2381,user_1569,Tablet,USA,Email,1538
session_2382,user_2204,Tablet,Australia,Social Media,1539
session_2383,user_2316,Mobile,USA,Direct,1540
session_2384,user_1070,Desktop,Canada,Email,1541
session_2385,user_2997,Mobile,UK,Social Media,1542
session_2386,user_1157,Desktop,France,Google,1543
session_2387,user_2794,Mobile,Germany,Google,1544
session_2388,user_2634,Mobile,UK,Direct,1545
session_2389,user_1606,Tablet,Canada,Direct,1546
session_239,user_1652,Mobile,UK,Social Media,1547
session_2390,user_2105,Tablet,Canada,Email,1548
session_2391,user_1798,Mobile,Canada,Social Media,1549
session_2392,user_2578,Mobile,UK,Email,1550
session_2393,user_2527,Mobile,Australia,Social Media,1551
session_2394,user_2184,Mobile,Australia,Email,1552
session_2395,user_1778,Tablet,Germany,Social Media,1553
session_2396,user_1224,Desktop,India,Social Media,1554
session_2397,user_1828,Desktop,Germany,Google,1555
session_2398,user_1124,Tablet,USA,Social Media,1556
session_2399,user_2961,Mobile,Germany,Google,1557
session_24,user_2666,Desktop,France,Google,1558
session_240,user_1400,Mobile,India,Google,1559
session_2400,user_1831,Desktop,Germany,Direct,1560
session_2401,user_2018,Tablet,USA,Google,1561
session_2402,user_2955,Tablet,Canada,Social Media,1562
session_2403,user_2504,Mobile,Germany,Direct,1563
session_2404,user_2965,Desktop,Canada,Direct,1564
session_2405,user_1983,Mobile,Germany,Email,1565
session_2406,user_1255,Mobile,Canada,Email,1566
session_2407,user_2468,Desktop,India,Direct,1567
session_2408,user_2143,Mobile,Canada,Social Media,1568
session_2409,user_1820,Tablet,Canada,Email,1569
session_241,user_2055,Tablet,UK,Google,1570
session_2410,user_1372,Tablet,France,Google,1571
session_2411,user_1599,Desktop,France,Social Media,1572
session_2412,user_2514,Desktop,Australia,Direct,1573
session_2413,user_1625,Desktop,USA,Email,1574
session_2414,user_2512,Desktop,India,Email,1575
session_2415,user_2380,Tablet,India,Google,1576
session_2416,user_1042,Mobile,India,Google,1577
session_2417,user_1868,Tablet,France,Social Media,1578
session_2418,user_2258,Mobile,USA,Direct,1579
session_2419,user_1133,Desktop,USA,Social Media,1580
session_242,user_2239,Desktop,UK,Email,1581
session_2420,user_2591,Desktop,Canada,Email,1582
session_2421,user_1618,Mobile,India,Social Media,1583
session_2422,user_1500,Mobile,India,Google,1584
session_2423,user_1964,Tablet,USA,Google,1585
session_2424,user_1107,Desktop,USA,Direct,1586
session_2425,user_1289,Desktop,UK,Google,1587
session_2426,user_2457,Tablet,Australia,Google,1588
session_2427,user_2293,Mobile,Germany,Email,1589
session_2428,user_2778,Mobile,Australia,Social Media,1590
session_2429,user_1478,Tablet,USA,Google,1591
session_243,user_2150,Desktop,Germany,Social Media,1592
session_2430,user_1935,Tablet,Canada,Direct,1593
session_2431,user_1860,Desktop,Canada,Email,1594
session_2432,user_2972,Mobile,USA,Social Media,1595
session_2433,user_2582,Mobile,USA,Social Media,1596
session_2434,user_2366,Tablet,Germany,Google,1597
session_2435,user_1384,Mobile,Australia,Social Media,1598
session_2436,user_2957,Mobile,France,Social Media,1599
session_2437,user_2232,Tablet,India,Direct,1600
session_2438,user_2687,Tablet,France,Email,1601
session_2439,user_1610,Desktop,USA,Google,1602
session_244,user_2719,Desktop,USA,Direct,1603
session_2440,user_1783,Mobile,Australia,Google,1604
session_2441,user_2043,Mobile,France,Email,1605
session_2442,user_2570,Mobile,Germany,Direct,1606
session_2443,user_1885,Mobile,Canada,Email,1607
session_2444,user_2914,Tablet,Canada,Email,1608
session_2445,user_1850,Tablet,UK,Social Media,1609
session_2446,user_1136,Tablet,France,Direct,1610
session_2447,user_1837,Mobile,UK,Google,1611
session_2448,user_2906,Desktop,India,Direct,1612
session_2449,user_1605,Mobile,Canada,Email,1613
session_245,user_1643,Tablet,France,Google,1614
session_2450,user_2584,Tablet,Australia,Direct,1615
