FullDate,Year,Quarter,Month,MonthName,Day,WeekdayNumber,WeekdayName,DateID
2025-02-17 15:24:55,2025,2,4,April,24,3,Thursday,2567
2025-02-17 15:26:06,2025,2,4,April,24,3,Thursday,2568
2025-02-17 15:27:52,2025,1,2,February,13,3,Thursday,2569
2025-02-17 15:29:23,2025,1,2,February,13,3,Thursday,2570
2025-02-17 15:31:53,2025,3,7,July,4,4,Friday,2571
2025-02-17 15:43:01,2025,2,4,April,1,1,Tuesday,2572
2025-02-17 15:45:44,2025,1,3,March,16,6,Sunday,2573
2025-02-17 16:38:38,2025,1,3,March,16,6,Sunday,2574
2025-02-17 16:38:55,2025,1,3,March,16,6,Sunday,2575
2025-02-17 17:34:22,2025,1,3,March,16,6,Sunday,2576
2025-02-17 17:37:04,2025,1,3,March,16,6,Sunday,2577
2025-02-17 17:39:45,2025,2,4,April,15,1,Tuesday,2578
2025-02-17 17:41:27,2025,2,4,April,15,1,Tuesday,2579
2025-02-17 17:41:42,2025,2,5,May,31,5,Saturday,2580
2025-02-17 17:55:32,2025,2,4,April,12,5,Saturday,2581
2025-02-17 17:58:25,2025,2,4,April,12,5,Saturday,2582
2025-02-17 18:01:00,2025,2,4,April,12,5,Saturday,2583
2025-02-17 18:03:46,2025,1,3,March,7,4,Friday,2584
2025-02-17 18:05:46,2025,1,3,March,7,4,Friday,2585
2025-02-17 18:49:15,2025,1,3,March,7,4,Friday,2586
2025-02-17 18:51:59,2025,1,3,March,7,4,Friday,2587
2025-02-17 18:52:48,2025,1,3,March,7,4,Friday,2588
2025-02-17 18:54:11,2025,2,5,May,13,1,Tuesday,2589
2025-02-17 18:56:13,2025,2,5,May,9,4,Friday,2590
2025-02-17 19:39:00,2025,2,5,May,9,4,Friday,2591
2025-02-17 19:40:56,2025,1,1,January,4,5,Saturday,2592
2025-02-17 19:45:55,2025,1,1,January,4,5,Saturday,2593
2025-02-17 19:46:30,2025,3,8,August,21,3,Thursday,2594
2025-02-17 20:14:46,2025,3,8,August,21,3,Thursday,2595
2025-02-17 20:16:29,2025,3,8,August,21,3,Thursday,2596
2025-02-17 20:19:27,2025,3,8,August,21,3,Thursday,2597
2025-02-17 20:20:52,2025,3,8,August,21,3,Thursday,2598
2025-02-17 20:21:33,2025,3,7,July,25,4,Friday,2599
2025-02-17 21:19:11,2025,3,7,July,25,4,Friday,2600
2025-02-17 21:21:23,2025,3,7,July,25,4,Friday,2601
2025-02-17 21:45:12,2025,2,6,June,1,6,Sunday,2602
2025-02-17 21:46:47,2025,2,6,June,5,3,Thursday,2603
2025-02-17 23:08:39,2025,2,6,June,5,3,Thursday,2604
2025-02-17 23:09:17,2025,2,4,April,19,5,Saturday,2605
2025-02-17 23:11:48,2025,2,4,April,19,5,Saturday,2606
2025-02-17 23:19:00,2025,1,2,February,7,4,Friday,2607
2025-02-17 23:19:53,2025,1,2,February,7,4,Friday,2608
2025-02-17 23:21:46,2025,1,3,March,18,1,Tuesday,2609
2025-02-17 23:22:41,2025,1,3,March,18,1,Tuesday,2610
2025-02-17 23:23:26,2025,1,1,January,12,6,Sunday,2611
2025-02-17 23:39:02,2025,1,1,January,12,6,Sunday,2612
2025-02-17 23:40:44,2025,1,1,January,12,6,Sunday,2613
2025-02-18 05:55:54,2025,1,1,January,12,6,Sunday,2614
2025-02-18 05:56:56,2025,1,3,March,26,2,Wednesday,2615
2025-02-18 05:59:38,2025,1,3,March,26,2,Wednesday,2616
2025-02-18 06:00:19,2025,1,3,March,26,2,Wednesday,2617
2025-02-18 06:00:44,2025,3,7,July,22,1,Tuesday,2618
2025-02-18 07:53:16,2025,3,7,July,22,1,Tuesday,2619
2025-02-18 08:59:46,2025,3,7,July,22,1,Tuesday,2620
2025-02-18 09:00:40,2025,3,7,July,22,1,Tuesday,2621
2025-02-18 09:09:39,2025,3,7,July,22,1,Tuesday,2622
2025-02-18 09:11:18,2025,1,1,January,21,1,Tuesday,2623
2025-02-18 11:25:39,2025,1,2,February,25,1,Tuesday,2624
2025-02-18 11:27:14,2025,1,2,February,25,1,Tuesday,2625
2025-02-18 11:27:44,2025,1,1,January,5,6,Sunday,2626
2025-02-18 11:29:09,2025,1,1,January,5,6,Sunday,2627
2025-02-18 13:54:30,2025,1,1,January,5,6,Sunday,2628
2025-02-18 13:57:01,2025,1,1,January,5,6,Sunday,2629
2025-02-18 14:01:18,2025,1,1,January,5,6,Sunday,2630
2025-02-18 14:02:18,2025,1,1,January,2,3,Thursday,2631
2025-02-18 15:58:39,2025,1,1,January,2,3,Thursday,2632
2025-02-18 18:11:17,2025,1,1,January,11,5,Saturday,2633
2025-02-18 18:14:16,2025,1,1,January,11,5,Saturday,2634
2025-02-18 18:38:36,2025,3,8,August,10,6,Sunday,2635
2025-02-18 18:41:21,2025,3,8,August,10,6,Sunday,2636
2025-02-18 19:35:57,2025,3,8,August,10,6,Sunday,2637
2025-02-18 19:36:53,2025,3,8,August,10,6,Sunday,2638
2025-02-18 19:37:36,2025,3,8,August,10,6,Sunday,2639
2025-02-18 19:38:10,2025,2,5,May,29,3,Thursday,2640
2025-02-18 19:39:28,2025,2,5,May,29,3,Thursday,2641
2025-02-18 19:46:18,2025,2,4,April,10,3,Thursday,2642
2025-02-18 19:48:33,2025,3,8,August,22,4,Friday,2643
2025-02-18 21:21:13,2025,1,3,March,21,4,Friday,2644
2025-02-18 21:21:42,2025,1,3,March,21,4,Friday,2645
2025-02-18 23:36:45,2025,1,3,March,21,4,Friday,2646
2025-02-18 23:39:05,2025,1,3,March,21,4,Friday,2647
2025-02-18 23:48:32,2025,1,3,March,21,4,Friday,2648
2025-02-18 23:49:55,2025,3,8,August,22,4,Friday,2649
2025-02-19 00:07:02,2025,3,8,August,22,4,Friday,2650
2025-02-19 00:09:02,2025,1,1,January,8,2,Wednesday,2651
2025-02-19 00:13:11,2025,1,1,January,8,2,Wednesday,2652
2025-02-19 00:28:56,2025,3,7,July,22,1,Tuesday,2653
2025-02-19 00:30:05,2025,1,3,March,2,6,Sunday,2654
2025-02-19 00:31:27,2025,3,8,August,1,4,Friday,2655
2025-02-19 00:34:10,2025,3,8,August,1,4,Friday,2656
2025-02-19 00:35:21,2025,3,8,August,22,4,Friday,2657
2025-02-19 02:44:21,2025,3,8,August,22,4,Friday,2658
2025-02-19 02:46:56,2025,3,8,August,22,4,Friday,2659
2025-02-19 02:47:59,2025,3,8,August,22,4,Friday,2660
2025-02-19 02:48:56,2025,3,8,August,22,4,Friday,2661
2025-02-19 02:50:21,2025,3,8,August,10,6,Sunday,2662
2025-02-19 03:30:05,2025,3,8,August,10,6,Sunday,2663
2025-02-19 03:31:40,2025,3,8,August,10,6,Sunday,2664
2025-02-19 04:00:16,2025,3,8,August,10,6,Sunday,2665
2025-02-19 04:00:34,2025,3,8,August,10,6,Sunday,2666
2025-02-19 05:43:19,2025,2,4,April,27,6,Sunday,2667
2025-02-19 05:45:43,2025,2,4,April,27,6,Sunday,2668
2025-02-19 05:47:30,2025,1,1,January,20,0,Monday,2669
2025-02-19 06:57:48,2025,2,5,May,4,6,Sunday,2670
2025-02-19 06:58:17,2025,2,5,May,4,6,Sunday,2671
2025-02-19 07:16:10,2025,1,3,March,17,0,Monday,2672
2025-02-19 08:04:11,2025,1,3,March,17,0,Monday,2673
2025-02-19 08:45:11,2025,3,8,August,25,0,Monday,2674
2025-02-19 08:46:53,2025,3,8,August,27,2,Wednesday,2675
2025-02-19 08:49:41,2025,3,8,August,27,2,Wednesday,2676
2025-02-19 08:50:27,2025,3,8,August,27,2,Wednesday,2677
2025-02-19 08:51:29,2025,3,8,August,27,2,Wednesday,2678
2025-02-19 09:24:29,2025,3,8,August,27,2,Wednesday,2679
2025-02-19 09:26:34,2025,3,7,July,25,4,Friday,2680
2025-02-19 11:33:14,2025,3,7,July,25,4,Friday,2681
2025-02-19 11:34:40,2025,3,8,August,17,6,Sunday,2682
2025-02-19 12:25:39,2025,3,8,August,17,6,Sunday,2683
2025-02-19 12:27:45,2025,3,8,August,17,6,Sunday,2684
2025-02-19 13:33:15,2025,3,8,August,17,6,Sunday,2685
2025-02-19 14:09:46,2025,3,8,August,17,6,Sunday,2686
2025-02-19 14:10:50,2025,1,3,March,8,5,Saturday,2687
2025-02-19 14:12:51,2025,1,3,March,8,5,Saturday,2688
2025-02-19 14:14:49,2025,3,7,July,21,0,Monday,2689
2025-02-19 14:16:57,2025,3,7,July,21,0,Monday,2690
2025-02-19 14:29:53,2025,3,7,July,21,0,Monday,2691
2025-02-19 14:30:52,2025,1,1,January,18,5,Saturday,2692
2025-02-19 14:37:38,2025,1,1,January,18,5,Saturday,2693
2025-02-19 14:51:22,2025,1,1,January,18,5,Saturday,2694
2025-02-19 15:47:33,2025,1,1,January,18,5,Saturday,2695
2025-02-19 15:49:13,2025,1,1,January,18,5,Saturday,2696
2025-02-19 15:51:40,2025,2,5,May,27,1,Tuesday,2697
2025-02-19 15:52:07,2025,2,4,April,20,6,Sunday,2698
2025-02-19 15:53:49,2025,2,4,April,20,6,Sunday,2699
2025-02-19 16:02:41,2025,2,4,April,20,6,Sunday,2700
2025-02-19 16:03:28,2025,2,4,April,20,6,Sunday,2701
2025-02-19 16:05:08,2025,2,4,April,20,6,Sunday,2702
2025-02-19 16:07:13,2025,1,2,February,17,0,Monday,2703
2025-02-19 16:10:08,2025,1,2,February,17,0,Monday,2704
2025-02-19 19:31:26,2025,1,3,March,18,1,Tuesday,2705
2025-02-19 19:33:18,2025,1,3,March,18,1,Tuesday,2706
2025-02-19 19:35:33,2025,1,2,February,2,6,Sunday,2707
2025-02-19 20:39:00,2025,1,2,February,2,6,Sunday,2708
2025-02-19 20:39:49,2025,3,7,July,22,1,Tuesday,2709
2025-02-19 20:55:24,2025,3,7,July,22,1,Tuesday,2710
2025-02-19 22:41:30,2025,3,7,July,22,1,Tuesday,2711
2025-02-19 22:42:43,2025,3,7,July,22,1,Tuesday,2712
2025-02-19 23:47:47,2025,3,7,July,22,1,Tuesday,2713
2025-02-19 23:48:51,2025,2,6,June,14,5,Saturday,2714
2025-02-20 00:12:59,2025,2,6,June,14,5,Saturday,2715
2025-02-20 00:14:33,2025,3,7,July,12,5,Saturday,2716
2025-02-20 00:40:14,2025,3,7,July,12,5,Saturday,2717
2025-02-20 00:42:39,2025,3,7,July,12,5,Saturday,2718
2025-02-20 01:44:18,2025,3,7,July,12,5,Saturday,2719
2025-02-20 01:46:55,2025,3,7,July,12,5,Saturday,2720
2025-02-20 01:55:14,2025,1,3,March,3,0,Monday,2721
2025-02-20 02:42:58,2025,1,3,March,3,0,Monday,2722
2025-02-20 02:43:16,2025,1,3,March,3,0,Monday,2723
2025-02-20 02:45:22,2025,1,3,March,3,0,Monday,2724
2025-02-20 02:45:41,2025,1,3,March,3,0,Monday,2725
2025-02-20 02:47:10,2025,3,7,July,20,6,Sunday,2726
2025-02-20 05:03:08,2025,3,7,July,20,6,Sunday,2727
2025-02-20 05:05:31,2025,3,7,July,20,6,Sunday,2728
2025-02-20 05:53:26,2025,3,7,July,20,6,Sunday,2729
2025-02-20 05:55:49,2025,3,7,July,20,6,Sunday,2730
2025-02-20 06:43:48,2025,1,1,January,7,1,Tuesday,2731
2025-02-20 06:46:43,2025,2,5,May,24,5,Saturday,2732
2025-02-20 06:49:22,2025,2,5,May,24,5,Saturday,2733
2025-02-20 06:52:04,2025,2,4,April,6,6,Sunday,2734
2025-02-20 06:54:32,2025,2,4,April,6,6,Sunday,2735
2025-02-20 07:57:35,2025,2,4,April,6,6,Sunday,2736
2025-02-20 07:59:17,2025,2,4,April,6,6,Sunday,2737
2025-02-20 11:11:20,2025,2,4,April,6,6,Sunday,2738
2025-02-20 14:10:24,2025,3,7,July,31,3,Thursday,2739
2025-02-20 14:12:37,2025,3,7,July,31,3,Thursday,2740
2025-02-20 14:30:41,2025,1,2,February,23,6,Sunday,2741
2025-02-20 14:32:39,2025,1,2,February,23,6,Sunday,2742
2025-02-20 15:31:08,2025,1,2,February,23,6,Sunday,2743
2025-02-20 15:32:39,2025,1,2,February,23,6,Sunday,2744
2025-02-20 19:25:41,2025,2,6,June,28,5,Saturday,2745
2025-02-20 19:42:17,2025,3,7,July,14,0,Monday,2746
2025-02-20 19:44:46,2025,3,7,July,14,0,Monday,2747
2025-02-20 20:24:15,2025,2,4,April,30,2,Wednesday,2748
2025-02-20 23:01:34,2025,2,4,April,30,2,Wednesday,2749
2025-02-20 23:02:41,2025,2,4,April,30,2,Wednesday,2750
2025-02-20 23:05:31,2025,2,4,April,30,2,Wednesday,2751
2025-02-20 23:06:36,2025,2,4,April,30,2,Wednesday,2752
2025-02-20 23:08:56,2025,1,2,February,4,1,Tuesday,2753
2025-02-20 23:11:28,2025,3,7,July,2,2,Wednesday,2754
2025-02-21 03:07:59,2025,3,7,July,2,2,Wednesday,2755
2025-02-21 03:09:15,2025,1,1,January,28,1,Tuesday,2756
2025-02-21 03:54:55,2025,1,1,January,28,1,Tuesday,2757
2025-02-21 03:56:29,2025,2,4,April,13,6,Sunday,2758
2025-02-21 05:55:22,2025,2,4,April,13,6,Sunday,2759
2025-02-21 05:55:46,2025,3,8,August,9,5,Saturday,2760
2025-02-21 07:35:36,2025,3,8,August,9,5,Saturday,2761
2025-02-21 07:36:46,2025,1,2,February,8,5,Saturday,2762
2025-02-21 07:37:50,2025,1,2,February,8,5,Saturday,2763
2025-02-21 07:39:22,2025,1,2,February,17,0,Monday,2764
2025-02-21 07:42:20,2025,1,2,February,17,0,Monday,2765
2025-02-21 08:42:07,2025,1,2,February,17,0,Monday,2766
2025-02-21 08:43:15,2025,1,2,February,17,0,Monday,2767
2025-02-21 10:30:13,2025,1,2,February,17,0,Monday,2768
2025-02-21 11:23:16,2025,1,1,January,28,1,Tuesday,2769
2025-02-21 11:24:10,2025,1,1,January,28,1,Tuesday,2770
2025-02-21 11:27:08,2025,1,2,February,19,2,Wednesday,2771
2025-02-21 11:27:32,2025,1,1,January,8,2,Wednesday,2772
2025-02-21 11:27:51,2025,1,1,January,8,2,Wednesday,2773
2025-02-21 13:05:40,2025,1,1,January,8,2,Wednesday,2774
2025-02-21 13:06:49,2025,1,1,January,8,2,Wednesday,2775
2025-02-21 13:07:56,2025,1,1,January,8,2,Wednesday,2776
2025-02-21 13:08:52,2025,3,8,August,25,0,Monday,2777
2025-02-21 13:09:09,2025,3,8,August,25,0,Monday,2778
2025-02-21 13:57:38,2025,3,8,August,25,0,Monday,2779
2025-02-21 13:58:28,2025,3,8,August,16,5,Saturday,2780
2025-02-21 14:05:54,2025,3,7,July,22,1,Tuesday,2781
2025-02-21 14:07:22,2025,3,7,July,22,1,Tuesday,2782
2025-02-21 15:51:41,2025,3,7,July,26,5,Saturday,2783
2025-02-21 15:54:03,2025,3,7,July,26,5,Saturday,2784
2025-02-21 19:25:05,2025,3,7,July,8,1,Tuesday,2785
2025-02-21 19:27:23,2025,3,7,July,8,1,Tuesday,2786
2025-02-21 19:27:48,2025,2,4,April,7,0,Monday,2787
2025-02-21 19:28:04,2025,2,4,April,7,0,Monday,2788
2025-02-21 19:29:54,2025,1,3,March,11,1,Tuesday,2789
2025-02-21 20:20:02,2025,1,3,March,11,1,Tuesday,2790
2025-02-21 20:20:23,2025,1,3,March,11,1,Tuesday,2791
2025-02-21 20:21:28,2025,1,3,March,11,1,Tuesday,2792
2025-02-21 22:22:07,2025,1,3,March,11,1,Tuesday,2793
2025-02-21 22:24:39,2025,1,1,January,10,4,Friday,2794
2025-02-22 02:53:12,2025,1,1,January,10,4,Friday,2795
2025-02-22 03:12:00,2025,1,1,January,16,3,Thursday,2796
2025-02-22 03:13:47,2025,1,1,January,16,3,Thursday,2797
2025-02-22 03:15:57,2025,2,4,April,9,2,Wednesday,2798
2025-02-22 03:38:42,2025,2,4,April,9,2,Wednesday,2799
2025-02-22 03:40:47,2025,2,6,June,18,2,Wednesday,2800
2025-02-22 03:41:22,2025,2,6,June,14,5,Saturday,2801
2025-02-22 03:51:38,2025,1,2,February,13,3,Thursday,2802
2025-02-22 03:53:32,2025,1,2,February,13,3,Thursday,2803
2025-02-22 05:38:32,2025,3,7,July,6,6,Sunday,2804
2025-02-22 05:41:21,2025,3,7,July,6,6,Sunday,2805
2025-02-22 06:51:46,2025,3,7,July,6,6,Sunday,2806
2025-02-22 06:53:29,2025,3,7,July,6,6,Sunday,2807
2025-02-22 11:24:55,2025,3,7,July,6,6,Sunday,2808
2025-02-22 11:25:20,2025,1,3,March,4,1,Tuesday,2809
2025-02-22 11:28:05,2025,2,4,April,17,3,Thursday,2810
2025-02-22 13:37:25,2025,2,4,April,17,3,Thursday,2811
2025-02-22 13:37:52,2025,2,4,April,17,3,Thursday,2812
2025-02-22 16:15:21,2025,2,4,April,17,3,Thursday,2813
2025-02-22 16:16:30,2025,2,4,April,17,3,Thursday,2814
2025-02-22 16:41:27,2025,2,5,May,11,6,Sunday,2815
2025-02-22 16:44:05,2025,2,5,May,11,6,Sunday,2816
2025-02-22 18:50:18,2025,2,5,May,11,6,Sunday,2817
2025-02-22 18:51:30,2025,3,8,August,21,3,Thursday,2818
2025-02-22 20:08:38,2025,3,8,August,21,3,Thursday,2819
2025-02-22 21:33:09,2025,3,8,August,21,3,Thursday,2820
2025-02-22 21:34:06,2025,3,8,August,21,3,Thursday,2821
2025-02-22 21:59:37,2025,3,8,August,21,3,Thursday,2822
2025-02-22 23:46:18,2025,2,4,April,16,2,Wednesday,2823
2025-02-22 23:47:46,2025,2,6,June,23,0,Monday,2824
2025-02-23 00:07:46,2025,2,6,June,23,0,Monday,2825
2025-02-23 00:09:18,2025,2,6,June,23,0,Monday,2826
2025-02-23 00:27:38,2025,2,6,June,23,0,Monday,2827
2025-02-23 00:27:54,2025,2,6,June,23,0,Monday,2828
2025-02-23 00:42:36,2025,2,5,May,24,5,Saturday,2829
2025-02-23 00:44:29,2025,2,5,May,24,5,Saturday,2830
2025-02-23 03:42:29,2025,2,4,April,23,2,Wednesday,2831
2025-02-23 03:44:41,2025,3,8,August,1,4,Friday,2832
2025-02-23 03:46:05,2025,2,6,June,4,2,Wednesday,2833
2025-02-23 05:01:54,2025,2,6,June,4,2,Wednesday,2834
2025-02-23 05:02:39,2025,2,6,June,4,2,Wednesday,2835
2025-02-23 05:03:58,2025,2,6,June,4,2,Wednesday,2836
2025-02-23 05:06:37,2025,2,6,June,4,2,Wednesday,2837
2025-02-23 05:15:15,2025,1,2,February,23,6,Sunday,2838
2025-02-23 05:16:59,2025,1,2,February,23,6,Sunday,2839
2025-02-23 06:20:31,2025,1,2,February,23,6,Sunday,2840
2025-02-23 06:21:23,2025,1,1,January,13,0,Monday,2841
2025-02-23 07:04:15,2025,1,1,January,13,0,Monday,2842
2025-02-23 07:06:24,2025,1,1,January,13,0,Monday,2843
2025-02-23 07:23:48,2025,1,1,January,13,0,Monday,2844
2025-02-23 07:25:01,2025,2,5,May,12,0,Monday,2845
2025-02-23 07:28:01,2025,2,5,May,12,0,Monday,2846
2025-02-23 07:28:51,2025,1,1,January,9,3,Thursday,2847
2025-02-23 07:31:10,2025,1,1,January,9,3,Thursday,2848
2025-02-23 08:32:05,2025,2,6,June,27,4,Friday,2849
2025-02-23 08:33:47,2025,2,6,June,27,4,Friday,2850
2025-02-23 08:59:06,2025,2,6,June,27,4,Friday,2851
2025-02-23 09:01:04,2025,2,6,June,27,4,Friday,2852
2025-02-23 09:01:44,2025,2,4,April,4,4,Friday,2853
2025-02-23 09:03:48,2025,2,4,April,4,4,Friday,2854
2025-02-23 09:04:51,2025,1,3,March,6,3,Thursday,2855
2025-02-23 09:26:32,2025,2,5,May,26,0,Monday,2856
2025-02-23 09:27:58,2025,2,5,May,26,0,Monday,2857
2025-02-23 09:28:42,2025,2,5,May,26,0,Monday,2858
2025-02-23 10:16:25,2025,2,5,May,26,0,Monday,2859
2025-02-23 10:18:27,2025,2,5,May,26,0,Monday,2860
2025-02-23 12:22:09,2025,2,5,May,21,2,Wednesday,2861
2025-02-23 12:24:11,2025,2,5,May,21,2,Wednesday,2862
2025-02-23 12:40:01,2025,2,5,May,21,2,Wednesday,2863
2025-02-23 12:41:49,2025,2,5,May,21,2,Wednesday,2864
2025-02-23 13:00:21,2025,2,5,May,21,2,Wednesday,2865
2025-02-23 13:00:58,2025,3,7,July,19,5,Saturday,2866
2025-02-23 13:28:17,2025,3,7,July,19,5,Saturday,2867
2025-02-23 13:28:44,2025,3,7,July,19,5,Saturday,2868
2025-02-23 13:31:43,2025,3,7,July,19,5,Saturday,2869
2025-02-23 13:33:20,2025,3,7,July,19,5,Saturday,2870
2025-02-23 13:34:02,2025,3,8,August,25,0,Monday,2871
2025-02-23 13:56:00,2025,3,8,August,25,0,Monday,2872
2025-02-23 13:58:53,2025,2,5,May,15,3,Thursday,2873
2025-02-23 13:59:15,2025,2,5,May,15,3,Thursday,2874
2025-02-23 15:35:23,2025,2,5,May,16,4,Friday,2875
2025-02-23 15:38:17,2025,2,5,May,16,4,Friday,2876
2025-02-23 15:48:06,2025,2,5,May,16,4,Friday,2877
2025-02-23 19:38:10,2025,1,3,March,8,5,Saturday,2878
2025-02-23 19:38:53,2025,1,3,March,8,5,Saturday,2879
2025-02-23 19:39:31,2025,2,6,June,24,1,Tuesday,2880
2025-02-23 19:39:56,2025,1,3,March,18,1,Tuesday,2881
2025-02-23 19:41:44,2025,1,3,March,18,1,Tuesday,2882
2025-02-23 19:48:55,2025,1,3,March,29,5,Saturday,2883
2025-02-23 19:50:52,2025,1,3,March,29,5,Saturday,2884
2025-02-23 19:52:55,2025,1,3,March,29,5,Saturday,2885
2025-02-23 20:39:41,2025,1,3,March,29,5,Saturday,2886
2025-02-23 20:57:29,2025,1,3,March,29,5,Saturday,2887
2025-02-23 20:59:46,2025,3,7,July,12,5,Saturday,2888
2025-02-23 21:02:25,2025,3,7,July,12,5,Saturday,2889
2025-02-23 21:04:00,2025,3,7,July,13,6,Sunday,2890
2025-02-23 21:04:48,2025,3,7,July,13,6,Sunday,2891
2025-02-23 21:19:02,2025,3,7,July,13,6,Sunday,2892
2025-02-23 21:19:48,2025,2,4,April,2,2,Wednesday,2893
2025-02-23 21:37:50,2025,1,2,February,6,3,Thursday,2894
2025-02-23 21:40:24,2025,1,2,February,6,3,Thursday,2895
2025-02-23 23:33:21,2025,2,6,June,14,5,Saturday,2896
2025-02-23 23:35:40,2025,2,6,June,14,5,Saturday,2897
2025-02-23 23:36:03,2025,2,5,May,9,4,Friday,2898
2025-02-23 23:37:27,2025,2,5,May,9,4,Friday,2899
2025-02-23 23:38:34,2025,2,5,May,9,4,Friday,2900
2025-02-24 00:01:34,2025,2,5,May,9,4,Friday,2901
2025-02-24 00:02:29,2025,2,5,May,9,4,Friday,2902
2025-02-24 00:03:40,2025,1,3,March,20,3,Thursday,2903
2025-02-24 00:04:28,2025,2,4,April,2,2,Wednesday,2904
2025-02-24 00:05:25,2025,2,4,April,2,2,Wednesday,2905
2025-02-24 00:07:19,2025,3,7,July,14,0,Monday,2906
2025-02-24 00:09:00,2025,3,7,July,11,4,Friday,2907
2025-02-24 00:10:11,2025,3,8,August,5,1,Tuesday,2908
2025-02-24 01:35:33,2025,3,8,August,5,1,Tuesday,2909
2025-02-24 01:37:22,2025,3,8,August,5,1,Tuesday,2910
2025-02-24 02:19:38,2025,3,8,August,5,1,Tuesday,2911
2025-02-24 02:20:04,2025,3,8,August,5,1,Tuesday,2912
2025-02-24 02:20:48,2025,3,7,July,25,4,Friday,2913
2025-02-24 02:21:06,2025,3,7,July,25,4,Friday,2914
2025-02-24 02:23:30,2025,3,7,July,25,4,Friday,2915
2025-02-24 02:46:19,2025,3,7,July,25,4,Friday,2916
2025-02-24 02:46:54,2025,3,7,July,25,4,Friday,2917
2025-02-24 03:51:24,2025,2,6,June,26,3,Thursday,2918
2025-02-24 03:54:17,2025,2,6,June,26,3,Thursday,2919
2025-02-24 04:34:48,2025,2,4,April,5,5,Saturday,2920
2025-02-24 04:35:47,2025,2,4,April,5,5,Saturday,2921
2025-02-24 04:35:50,2025,2,4,April,24,3,Thursday,2922
2025-02-24 04:37:14,2025,2,4,April,24,3,Thursday,2923
2025-02-24 04:53:13,2025,3,7,July,11,4,Friday,2924
2025-02-24 04:54:40,2025,3,7,July,11,4,Friday,2925
2025-02-24 04:56:34,2025,3,7,July,17,3,Thursday,2926
2025-02-24 05:52:42,2025,3,7,July,17,3,Thursday,2927
2025-02-24 05:54:37,2025,1,3,March,21,4,Friday,2928
2025-02-24 05:56:08,2025,2,5,May,13,1,Tuesday,2929
2025-02-24 08:52:58,2025,2,5,May,13,1,Tuesday,2930
2025-02-24 08:55:42,2025,2,6,June,6,4,Friday,2931
2025-02-24 10:47:19,2025,2,6,June,6,4,Friday,2932
2025-02-24 10:49:58,2025,2,6,June,6,4,Friday,2933
2025-02-24 13:30:33,2025,2,6,June,6,4,Friday,2934
2025-02-24 13:31:30,2025,2,6,June,6,4,Friday,2935
2025-02-24 16:16:45,2025,2,4,April,26,5,Saturday,2936
2025-02-24 16:17:17,2025,1,1,January,20,0,Monday,2937
2025-02-24 16:20:02,2025,1,1,January,20,0,Monday,2938
2025-02-24 16:22:00,2025,1,1,January,20,0,Monday,2939
2025-02-24 16:24:55,2025,1,1,January,20,0,Monday,2940
2025-02-24 17:40:28,2025,1,1,January,20,0,Monday,2941
2025-02-24 17:41:44,2025,2,5,May,1,3,Thursday,2942
2025-02-24 18:32:54,2025,3,8,August,6,2,Wednesday,2943
2025-02-24 22:39:47,2025,3,8,August,21,3,Thursday,2944
2025-02-24 22:40:38,2025,3,8,August,21,3,Thursday,2945
2025-02-24 23:08:33,2025,2,4,April,30,2,Wednesday,2946
2025-02-24 23:10:13,2025,1,1,January,4,5,Saturday,2947
2025-02-24 23:10:57,2025,1,1,January,4,5,Saturday,2948
2025-02-24 23:12:38,2025,1,2,February,19,2,Wednesday,2949
2025-02-24 23:18:43,2025,1,2,February,19,2,Wednesday,2950
2025-02-24 23:19:04,2025,2,5,May,4,6,Sunday,2951
2025-02-25 00:06:54,2025,2,5,May,4,6,Sunday,2952
2025-02-25 00:07:13,2025,1,1,January,16,3,Thursday,2953
2025-02-25 00:07:33,2025,1,1,January,16,3,Thursday,2954
2025-02-25 00:10:32,2025,3,8,August,14,3,Thursday,2955
2025-02-25 00:11:40,2025,3,8,August,14,3,Thursday,2956
2025-02-25 01:34:40,2025,3,8,August,14,3,Thursday,2957
2025-02-25 01:37:40,2025,2,6,June,11,2,Wednesday,2958
2025-02-25 05:13:27,2025,3,7,July,24,3,Thursday,2959
2025-02-25 05:15:52,2025,3,7,July,24,3,Thursday,2960
2025-02-25 05:17:18,2025,3,7,July,24,3,Thursday,2961
2025-02-25 05:17:51,2025,2,6,June,17,1,Tuesday,2962
2025-02-25 05:19:52,2025,2,6,June,17,1,Tuesday,2963
2025-02-25 06:10:24,2025,3,8,August,21,3,Thursday,2964
2025-02-25 06:12:15,2025,3,8,August,21,3,Thursday,2965
2025-02-25 06:41:40,2025,2,4,April,13,6,Sunday,2966
2025-02-25 06:42:56,2025,2,4,April,3,3,Thursday,2967
2025-02-25 06:44:22,2025,3,8,August,17,6,Sunday,2968
2025-02-25 06:46:10,2025,3,8,August,17,6,Sunday,2969
2025-02-25 06:56:30,2025,3,8,August,17,6,Sunday,2970
2025-02-25 06:58:40,2025,3,8,August,17,6,Sunday,2971
2025-02-25 06:59:53,2025,3,8,August,17,6,Sunday,2972
2025-02-25 07:01:05,2025,3,7,July,23,2,Wednesday,2973
2025-02-25 07:02:59,2025,3,7,July,23,2,Wednesday,2974
2025-02-25 07:08:31,2025,1,1,January,26,6,Sunday,2975
2025-02-25 07:10:22,2025,3,7,July,15,1,Tuesday,2976
